program_id,institution_id,program_name,field_tags,degree_level,mode,intakes,is_migration_aligned
708,24,Engineering,Engineering;Sustainable Design;Design,Bachelor,oncampus,3;7,FALSE
709,24,Design,Public Health;Law;Design,Bachelor,oncampus,3;10,FALSE
710,24,Marketing,Engineering;Marketing;Education,Master,oncampus,2;10,FALSE
711,24,Film,Environmental Science;Film;International Law,PhD,oncampus,2,FALSE
712,24,Information Technology,Business;Law,PhD,oncampus,2;7,FALSE
713,24,Public Health,Business;Education;Sustainable Design,PhD,oncampus,2,FALSE
714,24,Psychology,Business;Psychology,PhD,hybrid,7;10,TRUE
715,24,Environmental Science,Nursing;Law,Bachelor,online,10,FALSE
716,24,Public Health,Ecology;Engineering;Public Health,Master,oncampus,7;10,FALSE
717,24,Accounting,Artificial Intelligence;Public Health;Accounting,Bachelor,online,7,FALSE
718,24,Finance,Finance;Sustainable Design,Diploma,oncampus,10,FALSE
719,24,Public Health,Information Technology;Renewable Energy,Master,oncampus,10,FALSE
720,24,Education,Nursing;Computer Science,Bachelor,hybrid,2,FALSE
721,24,Finance,Architecture;Sustainable Design,Master,oncampus,10,FALSE
722,24,Ecology,Ecology;Film;Law,Master,oncampus,2;7,FALSE
723,24,Law,Computer Science;Artificial Intelligence;Law,Master,oncampus,3,FALSE
724,24,Finance,International Law;Finance;Psychology,Bachelor,hybrid,7,FALSE
725,24,Engineering,Engineering;Computer Science,Bachelor,oncampus,10,FALSE
726,24,Cybersecurity,Marketing;Architecture,Master,online,2;10,FALSE
727,24,Banking,Film;Ecology,Bachelor,oncampus,3;10,FALSE
728,24,Design,Design;Environmental Science;Education,Master,oncampus,3;10,FALSE
729,24,Sustainable Design,Sustainable Design;Business,Master,oncampus,2;7,TRUE
730,24,Nursing,Design;Artificial Intelligence;Nursing,Bachelor,online,3;7,FALSE
731,24,Public Health,Nursing;Public Health,Master,oncampus,7,FALSE
732,24,Business,Education;Renewable Energy;Nursing,Diploma,hybrid,3,TRUE
733,24,Cybersecurity,Cybersecurity;Renewable Energy;Accounting,Bachelor,hybrid,2;10,TRUE
734,24,Computer Science,Nursing;Education,Bachelor,hybrid,7,FALSE
735,24,Marketing,Computer Science;Marketing;Ecology,Master,online,7,FALSE
736,24,Business,Business;Environmental Science;Architecture,Bachelor,online,10,FALSE
737,24,Information Technology,Information Technology;Information Technology;Renewable Energy,Bachelor,hybrid,2;10,FALSE
738,24,Nursing,Cybersecurity;Nursing;Finance,Master,oncampus,3,FALSE
739,24,Ecology,Law;Education,PhD,oncampus,2;7,FALSE
740,24,Computer Science,Environmental Science;Finance;Computer Science,Bachelor,hybrid,2,TRUE
741,24,Finance,Environmental Science;Education,PhD,online,2,FALSE
742,25,Marketing,Psychology;Finance;Marketing,Master,online,2;7,FALSE
743,25,Sustainable Design,Engineering;Education;Sustainable Design,Diploma,oncampus,2;10,FALSE
744,25,Psychology,Nursing;Psychology;Film,Bachelor,oncampus,10,TRUE
745,25,Finance,Engineering;Finance;Education,Master,online,3;10,TRUE
746,25,Renewable Energy,Business;Artificial Intelligence;Renewable Energy,Master,online,3,FALSE
747,25,Artificial Intelligence,Film;Artificial Intelligence;Public Health,Bachelor,hybrid,10,FALSE
748,25,Banking,Design;Law;Banking,Master,online,3;10,TRUE
749,25,Renewable Energy,Banking;Sustainable Design;Renewable Energy,Bachelor,online,3,TRUE
750,25,Computer Science,Computer Science;Engineering;Information Technology,Diploma,online,7,TRUE
751,25,Business,Artificial Intelligence;Film;Business,Bachelor,oncampus,3;10,TRUE
752,25,Renewable Energy,Renewable Energy;Public Health;Computer Science,Bachelor,oncampus,7,TRUE
753,25,Psychology,Marketing;International Law,Bachelor,oncampus,10,FALSE
754,25,Business,Cybersecurity;Engineering;Psychology,Bachelor,oncampus,3,FALSE
755,25,Renewable Energy,Law;Engineering,Diploma,online,7,TRUE
756,25,Public Health,Information Technology;Law,Diploma,hybrid,2;7,FALSE
757,25,Public Health,Architecture;Public Health,Bachelor,oncampus,7,FALSE
758,25,Law,Law;Environmental Science;Nursing,Diploma,oncampus,2;7,TRUE
759,25,Sustainable Design,Renewable Energy;Architecture;Sustainable Design,Master,online,2,FALSE
760,25,Public Health,Public Health;Psychology,Bachelor,oncampus,3,FALSE
761,25,Public Health,Public Health;Data Science,Bachelor,hybrid,3;10,FALSE
762,25,Design,International Law;Artificial Intelligence;Design,Master,oncampus,2;10,TRUE
763,25,Film,Film;Environmental Science,Master,oncampus,2;7,FALSE
764,25,Renewable Energy,Education;Artificial Intelligence;Finance,Bachelor,oncampus,2;7,TRUE
765,25,Architecture,Film;Architecture;Renewable Energy,Bachelor,oncampus,3,FALSE
766,25,Data Science,Banking;Sustainable Design,PhD,online,2;7,FALSE
767,25,Finance,Accounting;Business,Bachelor,oncampus,2;7,FALSE
768,25,Finance,Banking;Design;Finance,Master,oncampus,2,TRUE
769,26,Business,Sustainable Design;Nursing;Accounting,Bachelor,oncampus,2;10,TRUE
770,26,Marketing,Computer Science;Banking;Marketing,Bachelor,hybrid,2;10,FALSE
771,26,Information Technology,Public Health;Information Technology,Master,hybrid,10,FALSE
772,26,Education,Artificial Intelligence;Education;Psychology,Master,oncampus,2,FALSE
773,26,Renewable Energy,Banking;Renewable Energy,Master,oncampus,2;3,FALSE
774,26,Public Health,Accounting;Public Health,Master,oncampus,3,FALSE
775,26,Finance,Finance;Sustainable Design,PhD,oncampus,2,TRUE
776,26,Public Health,Data Science;Public Health;Engineering,Bachelor,oncampus,7,TRUE
777,26,Nursing,Nursing;Information Technology,Diploma,hybrid,3;10,TRUE
778,26,International Law,International Law;Environmental Science,Bachelor,hybrid,3;10,TRUE
779,26,Computer Science,Computer Science;Nursing;Psychology,PhD,oncampus,3,FALSE
780,26,Sustainable Design,Architecture;Sustainable Design;Design,Master,oncampus,3;10,FALSE
781,26,Environmental Science,Marketing;Environmental Science;Environmental Science,Bachelor,oncampus,3;7,FALSE
782,26,Environmental Science,Marketing;Design,Diploma,oncampus,10,TRUE
783,26,Finance,Finance;Artificial Intelligence,Master,oncampus,3,TRUE
784,26,Film,Public Health;Engineering;Film,Master,online,3;7,FALSE
785,26,Finance,Psychology;Marketing,Diploma,oncampus,2;7,FALSE
786,26,Design,Accounting;Sustainable Design;Design,Master,oncampus,10,FALSE
787,26,Film,Film;Marketing;Artificial Intelligence,Bachelor,online,10,FALSE
788,26,Data Science,Accounting;Finance,Bachelor,oncampus,3;10,TRUE
789,26,Business,Finance;Nursing,Bachelor,oncampus,3,TRUE
790,26,Computer Science,Film;Computer Science,Bachelor,oncampus,2;10,FALSE
791,26,Computer Science,Public Health;Environmental Science;Psychology,Bachelor,online,2;7,TRUE
792,27,Cybersecurity,Accounting;Information Technology;Cybersecurity,Bachelor,oncampus,10,TRUE
793,27,Nursing,Nursing;Education,PhD,oncampus,3;7,FALSE
794,27,Engineering,Business;Artificial Intelligence;Sustainable Design,PhD,oncampus,2,TRUE
795,27,Public Health,Engineering;Business;Banking,Diploma,hybrid,7,FALSE
796,27,Film,Public Health;Film;Banking,Master,online,2;10,TRUE
797,27,International Law,International Law;Sustainable Design,Master,oncampus,3,FALSE
798,27,Marketing,Environmental Science;Banking,Diploma,oncampus,2;10,TRUE
799,27,Sustainable Design,Engineering;Environmental Science,Bachelor,oncampus,3,FALSE
800,27,Cybersecurity,Finance;Nursing;Marketing,Bachelor,oncampus,3;7,FALSE
801,27,Computer Science,Computer Science;Architecture,Bachelor,online,2;3,FALSE
802,27,Computer Science,Cybersecurity;Psychology,Bachelor,hybrid,2,FALSE
803,27,Public Health,Environmental Science;Artificial Intelligence,Bachelor,online,7,FALSE
804,27,Film,Design;Public Health;Film,Master,oncampus,2,FALSE
805,27,Design,Artificial Intelligence;Design,Bachelor,oncampus,2;3,TRUE
806,27,Psychology,Psychology;Finance;Psychology,Diploma,oncampus,10,TRUE
807,27,Architecture,Nursing;Film;Architecture,Master,hybrid,3,FALSE
808,27,Engineering,Banking;Engineering,Bachelor,online,7,TRUE
809,27,Film,Film;Architecture,Bachelor,oncampus,7;10,FALSE
810,27,Accounting,Accounting;Environmental Science,Master,oncampus,2,FALSE
811,27,Engineering,Business;Data Science;Nursing,Bachelor,oncampus,2,FALSE
812,27,International Law,Cybersecurity;Information Technology,Diploma,oncampus,7,FALSE
813,27,Education,Education;Renewable Energy,Bachelor,online,2;3,FALSE
814,27,Psychology,Environmental Science;Nursing;Architecture,Diploma,online,10,FALSE
815,27,Film,Public Health;Film;Finance,Master,hybrid,2,FALSE
816,27,Architecture,Architecture;Cybersecurity,Bachelor,online,10,FALSE
817,27,Environmental Science,Film;Data Science,Bachelor,online,7;10,FALSE
818,27,Data Science,Data Science;Nursing;Psychology,PhD,oncampus,2;10,FALSE
819,27,Environmental Science,Computer Science;Finance;Environmental Science,PhD,oncampus,3,FALSE
820,28,Artificial Intelligence,Engineering;Artificial Intelligence;Business,Bachelor,oncampus,3;7,TRUE
821,28,Environmental Science,Engineering;Environmental Science;Sustainable Design,Bachelor,oncampus,2;10,FALSE
822,28,Public Health,Architecture;Design;Environmental Science,Diploma,oncampus,3;10,FALSE
823,28,Renewable Energy,Film;Data Science,Bachelor,oncampus,2;3,FALSE
824,28,Law,Design;Artificial Intelligence,Bachelor,oncampus,3;7,FALSE
825,28,Environmental Science,Marketing;Ecology,Bachelor,oncampus,3,FALSE
826,28,Renewable Energy,Film;Renewable Energy,Bachelor,hybrid,3;10,FALSE
827,28,Data Science,Education;Marketing,Master,online,2,FALSE
828,28,Data Science,Film;Data Science;Marketing,Bachelor,hybrid,10,FALSE
829,28,Nursing,Information Technology;International Law,Bachelor,oncampus,3,TRUE
830,28,Marketing,Information Technology;Renewable Energy,Master,oncampus,2;3,TRUE
831,28,International Law,International Law;Public Health,Bachelor,oncampus,3;7,TRUE
832,28,Renewable Energy,Information Technology;Cybersecurity,Master,hybrid,2;10,TRUE
833,28,Film,Film;Information Technology;International Law,Master,hybrid,7,FALSE
834,28,Marketing,Renewable Energy;Sustainable Design,Master,hybrid,3,FALSE
835,28,Design,Finance;Business,Bachelor,online,2;10,TRUE
836,28,Engineering,Marketing;Renewable Energy;Artificial Intelligence,Bachelor,oncampus,2;3,TRUE
837,28,Renewable Energy,Architecture;Accounting;Business,Bachelor,hybrid,2;7,TRUE
838,28,Sustainable Design,Sustainable Design;Renewable Energy;Computer Science,Diploma,oncampus,3,FALSE
839,28,Architecture,Information Technology;Data Science;Architecture,Diploma,hybrid,3;7,TRUE
840,28,Psychology,International Law;Environmental Science,Master,oncampus,7;10,FALSE
841,28,Film,Environmental Science;Psychology,PhD,online,7;10,FALSE
842,28,Education,Psychology;Education;Finance,Master,oncampus,10,FALSE
843,28,Ecology,Renewable Energy;Ecology,Master,oncampus,7,FALSE
844,28,Renewable Energy,Renewable Energy;Marketing;Design,Bachelor,oncampus,7;10,FALSE
845,28,Architecture,Ecology;Cybersecurity,PhD,online,7,TRUE
846,28,Cybersecurity,Cybersecurity;Sustainable Design;Cybersecurity,Diploma,oncampus,3;7,TRUE
847,28,Law,Design;International Law;Data Science,Bachelor,oncampus,3,TRUE
848,28,Environmental Science,Accounting;Cybersecurity,Bachelor,oncampus,3;7,FALSE
849,28,Cybersecurity,Information Technology;Cybersecurity,Diploma,oncampus,2;10,TRUE
850,28,Education,International Law;Psychology;Law,Master,online,10,FALSE
851,28,Environmental Science,Engineering;Environmental Science;Ecology,PhD,oncampus,2;10,FALSE
852,28,Environmental Science,Renewable Energy;Environmental Science;Cybersecurity,Bachelor,oncampus,3,FALSE
853,29,International Law,International Law;Architecture;Cybersecurity,Bachelor,oncampus,2;7,FALSE
854,29,Business,Business;Engineering;Education,Diploma,online,2;10,TRUE
855,29,Nursing,Ecology;Nursing;Marketing,Master,oncampus,2;10,TRUE
856,29,Architecture,Law;Nursing,Bachelor,oncampus,2;3,FALSE
857,29,Renewable Energy,Data Science;Renewable Energy,Master,online,10,FALSE
858,29,Psychology,Psychology;Public Health,Bachelor,hybrid,7;10,FALSE
859,29,Artificial Intelligence,Computer Science;Law;Artificial Intelligence,Master,online,2;10,TRUE
860,29,Film,Information Technology;Renewable Energy,Bachelor,oncampus,2,FALSE
861,29,Cybersecurity,Marketing;Cybersecurity,Master,oncampus,10,FALSE
862,29,Artificial Intelligence,Artificial Intelligence;Film,Master,hybrid,2;3,FALSE
863,29,Architecture,Public Health;Computer Science;Architecture,Bachelor,oncampus,2;7,FALSE
864,29,Marketing,Marketing;Artificial Intelligence;Banking,Bachelor,online,2,FALSE
865,29,Film,Film;Marketing;Computer Science,PhD,oncampus,3;10,FALSE
866,29,Public Health,Cybersecurity;Information Technology;Public Health,Bachelor,oncampus,2;10,FALSE
867,29,Banking,Banking;Sustainable Design,Diploma,oncampus,2;3,TRUE
868,29,Banking,Law;Data Science,Bachelor,online,3,FALSE
869,29,Nursing,Sustainable Design;Nursing;Design,Bachelor,oncampus,3,FALSE
870,29,Accounting,Accounting;Sustainable Design;Architecture,Bachelor,hybrid,7;10,FALSE
871,29,Marketing,Banking;Film;Engineering,Diploma,hybrid,3;7,FALSE
872,29,Renewable Energy,Renewable Energy;Marketing,Bachelor,oncampus,2,FALSE
873,29,Business,Architecture;Finance;Banking,Master,online,3;10,FALSE
874,29,Accounting,Finance;Accounting;Sustainable Design,Master,online,2;7,TRUE
875,29,Engineering,Marketing;Data Science;Computer Science,Diploma,online,2,FALSE
876,29,Design,Data Science;Computer Science;Design,Master,oncampus,10,TRUE
877,29,Film,Film;Marketing,Bachelor,oncampus,3;10,FALSE
878,29,Computer Science,Banking;Computer Science;Data Science,Bachelor,hybrid,7;10,FALSE
879,29,Accounting,Education;Engineering;Accounting,Bachelor,oncampus,2;10,FALSE
880,29,Banking,Engineering;Marketing;Banking,Bachelor,oncampus,3,TRUE
881,29,Ecology,Law;Ecology,Diploma,hybrid,2;7,TRUE
882,29,Data Science,International Law;Data Science,Bachelor,hybrid,2;3,TRUE
883,29,Architecture,Cybersecurity;Architecture,Master,oncampus,2;7,FALSE
884,29,Accounting,International Law;Accounting;Architecture,Diploma,oncampus,2,FALSE
885,29,Law,Environmental Science;Law;Accounting,Master,oncampus,7,FALSE
886,29,Nursing,Computer Science;Design;Nursing,Diploma,oncampus,3;7,FALSE
887,29,Accounting,Public Health;Information Technology;Accounting,Diploma,hybrid,10,FALSE
888,29,Cybersecurity,Cybersecurity;Artificial Intelligence,Master,oncampus,2;10,TRUE
889,29,Information Technology,Nursing;Information Technology,PhD,oncampus,2;7,FALSE
890,29,Information Technology,Film;Information Technology,Bachelor,hybrid,2,FALSE
891,29,Sustainable Design,Film;Cybersecurity;Sustainable Design,Bachelor,oncampus,7,FALSE
892,30,Law,Law;Computer Science;Film,Bachelor,hybrid,3;7,TRUE
893,30,Renewable Energy,Ecology;Renewable Energy;Engineering,Bachelor,oncampus,2;10,TRUE
894,30,Business,Renewable Energy;Architecture,Bachelor,oncampus,2;3,TRUE
895,30,Engineering,Engineering;Nursing;Education,Bachelor,oncampus,2;3,FALSE
896,30,Education,Design;Education;Finance,Bachelor,online,7;10,FALSE
897,30,Environmental Science,Public Health;Law,Bachelor,oncampus,2,FALSE
898,30,Sustainable Design,Sustainable Design;Engineering,Master,oncampus,3,TRUE
899,30,Sustainable Design,Engineering;Ecology,Master,oncampus,2;10,FALSE
900,30,Computer Science,Computer Science;Computer Science;Artificial Intelligence,Bachelor,oncampus,2;7,FALSE
901,30,Computer Science,Marketing;Accounting;Computer Science,Bachelor,oncampus,3,FALSE
902,30,Marketing,Marketing;Banking,Bachelor,oncampus,2;3,TRUE
903,30,Finance,Accounting;Education,Bachelor,hybrid,7;10,TRUE
904,30,Artificial Intelligence,International Law;Finance;Business,Diploma,oncampus,7;10,FALSE
905,30,Accounting,Law;Accounting;Film,PhD,oncampus,2;7,FALSE
906,30,Renewable Energy,Renewable Energy;Engineering;Ecology,PhD,oncampus,10,TRUE
907,30,Design,Renewable Energy;Design;Education,Master,online,7;10,FALSE
908,30,Engineering,Engineering;Design;Psychology,Bachelor,hybrid,2;10,TRUE
909,30,Psychology,Architecture;Law;Psychology,Bachelor,oncampus,3,TRUE
910,30,Artificial Intelligence,Artificial Intelligence;Renewable Energy,Bachelor,oncampus,3;7,FALSE
911,30,Sustainable Design,Education;Architecture;Engineering,Bachelor,oncampus,2;10,FALSE
912,30,Banking,Banking;Education,Master,hybrid,2,FALSE
913,30,Cybersecurity,International Law;Cybersecurity;Information Technology,Diploma,oncampus,2;7,FALSE
914,30,Environmental Science,Environmental Science;Environmental Science;Business,Master,oncampus,3;7,FALSE
915,30,Psychology,Design;Engineering;Psychology,Master,oncampus,3;10,FALSE
916,30,Accounting,Ecology;International Law;Accounting,Bachelor,oncampus,3;10,FALSE
917,30,Environmental Science,International Law;Environmental Science;Computer Science,Bachelor,oncampus,2,TRUE
918,30,Engineering,Accounting;Education,Master,online,10,FALSE
919,30,Environmental Science,Environmental Science;Computer Science,Bachelor,oncampus,7,FALSE
920,30,Law,Psychology;Law,Master,hybrid,2,FALSE
921,30,International Law,Public Health;Cybersecurity;Engineering,Bachelor,oncampus,2,TRUE
922,31,Data Science,Film;Data Science;Environmental Science,Bachelor,oncampus,3;10,TRUE
923,31,Finance,Artificial Intelligence;Finance,Bachelor,oncampus,2,FALSE
924,31,Marketing,Marketing;Marketing;Architecture,Bachelor,oncampus,2;3,TRUE
925,31,Finance,Architecture;Finance,Diploma,online,7,FALSE
926,31,Law,Data Science;Law,Bachelor,oncampus,3,FALSE
927,31,Sustainable Design,Film;Accounting,Diploma,hybrid,3;10,TRUE
928,31,Law,Design;Artificial Intelligence;Nursing,Diploma,oncampus,3,FALSE
929,31,Architecture,Architecture;Film;Architecture,Bachelor,online,2;3,FALSE
930,31,Environmental Science,Marketing;Banking;Environmental Science,PhD,online,3,FALSE
931,31,Engineering,Engineering;Education,Bachelor,oncampus,7,FALSE
932,31,Architecture,Architecture;Banking,Bachelor,oncampus,10,FALSE
933,31,Psychology,Psychology;Psychology;Information Technology,Bachelor,online,3;10,FALSE
934,31,Data Science,Data Science;Sustainable Design,Master,online,2;10,FALSE
935,31,Engineering,Engineering;Film,Master,oncampus,10,FALSE
936,31,Marketing,Computer Science;Banking;Data Science,Diploma,oncampus,2,FALSE
937,31,Data Science,Data Science;Sustainable Design;Environmental Science,Bachelor,oncampus,2,TRUE
938,31,Information Technology,Finance;Information Technology;Accounting,Master,oncampus,2;10,FALSE
939,31,Public Health,Public Health;Artificial Intelligence,Master,oncampus,2;3,TRUE
940,31,Architecture,Public Health;International Law,Bachelor,oncampus,10,FALSE
941,31,Architecture,Cybersecurity;Architecture,Diploma,oncampus,7,FALSE
942,31,Computer Science,Accounting;Artificial Intelligence;Sustainable Design,Bachelor,oncampus,3;10,FALSE
943,31,Nursing,Engineering;Environmental Science,Master,hybrid,7,FALSE
944,31,Design,Environmental Science;Design;Data Science,Master,hybrid,10,TRUE
945,31,Artificial Intelligence,Sustainable Design;Law,Bachelor,online,3;7,FALSE
946,31,Law,Law;Computer Science;Film,Master,online,3,FALSE
947,31,Film,Education;Film;Engineering,Diploma,oncampus,2;10,TRUE
948,31,Ecology,Sustainable Design;Public Health;Ecology,Bachelor,online,2;7,TRUE
949,31,Architecture,Computer Science;Nursing;Architecture,Master,oncampus,2,FALSE
950,31,Data Science,Data Science;Environmental Science;Ecology,PhD,oncampus,3;10,FALSE
951,31,Design,Design;Artificial Intelligence,Diploma,hybrid,3,TRUE
952,32,Business,Law;International Law;Business,Diploma,oncampus,10,FALSE
953,32,Nursing,Finance;Accounting,Bachelor,oncampus,7,FALSE
954,32,Law,Banking;Law,Bachelor,hybrid,7,FALSE
955,32,Psychology,Architecture;Psychology,Bachelor,hybrid,2;10,TRUE
956,32,Psychology,Artificial Intelligence;Nursing,Bachelor,online,7,FALSE
957,32,Psychology,Psychology;Psychology;Sustainable Design,Bachelor,oncampus,10,TRUE
958,32,Finance,Computer Science;Finance;Renewable Energy,Bachelor,hybrid,10,FALSE
959,32,Ecology,Ecology;Engineering;Design,Bachelor,hybrid,2,TRUE
960,32,Psychology,Finance;Architecture;Marketing,PhD,oncampus,7;10,FALSE
961,32,Environmental Science,Psychology;Design,Bachelor,oncampus,10,FALSE
962,32,Information Technology,Information Technology;Design;Environmental Science,PhD,oncampus,10,FALSE
963,32,Data Science,Accounting;Data Science;Film,Diploma,online,3;10,FALSE
964,32,Environmental Science,Finance;Environmental Science;Artificial Intelligence,Bachelor,oncampus,7;10,FALSE
965,32,International Law,Nursing;Law,Master,hybrid,2,TRUE
966,32,Design,Education;Business;Banking,Bachelor,online,2;10,TRUE
967,32,Engineering,Architecture;Environmental Science,Diploma,oncampus,10,FALSE
968,32,Marketing,Marketing;Business,Bachelor,oncampus,2,TRUE
969,32,Sustainable Design,Finance;Sustainable Design,Bachelor,oncampus,3;10,FALSE
970,32,Design,Design;Cybersecurity,PhD,oncampus,2,TRUE
971,32,Banking,Accounting;Computer Science;Banking,Diploma,oncampus,7,TRUE
972,32,Computer Science,Computer Science;Information Technology,Master,online,7,FALSE
973,32,Engineering,Film;Public Health,Bachelor,online,7,TRUE
974,32,Public Health,Psychology;Data Science,Master,oncampus,3;7,FALSE
975,32,Cybersecurity,Environmental Science;Cybersecurity;Psychology,Diploma,hybrid,7,FALSE
976,32,Environmental Science,Sustainable Design;Education,Master,oncampus,2;3,TRUE
977,32,Design,Computer Science;Design;Public Health,PhD,online,3,FALSE
978,32,Film,Film;Ecology;Artificial Intelligence,Bachelor,hybrid,2,FALSE
979,32,Ecology,Film;Finance,Bachelor,hybrid,2;10,TRUE
980,32,Engineering,International Law;Engineering,Master,hybrid,2;3,FALSE
981,32,Data Science,Data Science;Marketing;Accounting,Bachelor,hybrid,2;10,TRUE
982,32,Public Health,Accounting;Ecology,PhD,oncampus,2,FALSE
983,32,Data Science,Ecology;Data Science,Diploma,online,2;7,TRUE
984,33,Law,Artificial Intelligence;Film;Design,Master,online,10,FALSE
985,33,Accounting,Accounting;Artificial Intelligence,Bachelor,oncampus,3,TRUE
986,33,Ecology,Education;Law;Ecology,PhD,oncampus,3;10,TRUE
987,33,Architecture,Education;Architecture;Business,Bachelor,oncampus,10,FALSE
988,33,Public Health,Engineering;Public Health,Diploma,online,3,FALSE
989,33,Ecology,Information Technology;Environmental Science,Master,oncampus,2,FALSE
990,33,Banking,Environmental Science;Engineering;Law,PhD,online,2;10,FALSE
991,33,Public Health,Environmental Science;Finance;Public Health,Bachelor,hybrid,3,FALSE
992,33,Engineering,Engineering;Data Science;Nursing,Master,oncampus,3;10,TRUE
993,33,Psychology,Ecology;Nursing,Bachelor,hybrid,10,FALSE
994,33,Cybersecurity,Information Technology;Law;Cybersecurity,Diploma,oncampus,10,TRUE
995,33,Environmental Science,Business;Finance;Environmental Science,Bachelor,oncampus,2;7,FALSE
996,33,Business,Business;Marketing,Bachelor,oncampus,2;10,FALSE
997,33,Information Technology,Public Health;Information Technology;Renewable Energy,Diploma,oncampus,2,FALSE
998,33,Accounting,Nursing;Environmental Science;Film,Bachelor,online,2,TRUE
999,33,Sustainable Design,Banking;Design,Master,oncampus,2,FALSE
1000,33,Artificial Intelligence,Design;Artificial Intelligence,Diploma,oncampus,3;10,TRUE
1001,33,Environmental Science,Psychology;Marketing;Law,Master,oncampus,2;3,FALSE
1002,33,Public Health,Public Health;International Law,Diploma,oncampus,10,FALSE
1003,33,Artificial Intelligence,Artificial Intelligence;Environmental Science,Bachelor,hybrid,2,FALSE
1004,33,Marketing,Computer Science;Environmental Science;Marketing,Master,oncampus,3,TRUE
1005,33,Design,Design;Information Technology;International Law,Bachelor,oncampus,3;10,FALSE
1006,33,Data Science,Information Technology;Renewable Energy;Nursing,Diploma,oncampus,10,FALSE
1007,33,Environmental Science,Education;Film;Environmental Science,Bachelor,online,2;10,TRUE
1008,33,Information Technology,Nursing;Finance;Business,Bachelor,oncampus,2;10,FALSE
1009,33,International Law,Marketing;Psychology;International Law,Bachelor,hybrid,10,FALSE
1010,33,Environmental Science,Artificial Intelligence;Design;Environmental Science,Diploma,online,3;10,TRUE
1011,33,Business,Architecture;Business,Bachelor,oncampus,2;7,TRUE
1012,33,International Law,Design;Public Health;Artificial Intelligence,Bachelor,oncampus,3,TRUE
1013,33,Banking,Banking;Cybersecurity,Diploma,oncampus,7;10,FALSE
1014,33,Engineering,Environmental Science;Law;Education,Diploma,online,2,FALSE
1015,33,Marketing,Education;Psychology,Bachelor,oncampus,7,FALSE
1016,33,Computer Science,Environmental Science;Computer Science,Master,oncampus,2;7,FALSE
1017,33,Ecology,Accounting;Environmental Science;Education,Master,oncampus,7,FALSE
1018,33,Sustainable Design,Banking;Renewable Energy,Bachelor,online,2;3,FALSE
1019,33,Architecture,Artificial Intelligence;Architecture,Master,oncampus,2;10,TRUE
1020,33,Ecology,Engineering;Architecture,Bachelor,oncampus,2;3,TRUE
1021,33,Computer Science,Environmental Science;Computer Science,Master,oncampus,2;7,TRUE
1022,34,Ecology,Ecology;Data Science;Renewable Energy,Master,hybrid,2;3,FALSE
1023,34,Artificial Intelligence,Artificial Intelligence;Business;Renewable Energy,Bachelor,oncampus,7,FALSE
1024,34,Cybersecurity,Cybersecurity;Data Science,Bachelor,oncampus,3;7,FALSE
1025,34,Finance,Design;Psychology;Finance,Diploma,hybrid,2;10,FALSE
1026,34,Education,Public Health;Education;Nursing,Diploma,oncampus,3;10,FALSE
1027,34,Education,Education;Engineering,Diploma,oncampus,3;10,TRUE
1028,34,Cybersecurity,Business;Cybersecurity,PhD,oncampus,7,FALSE
1029,34,Nursing,Nursing;Marketing,Bachelor,online,10,FALSE
1030,34,Marketing,Architecture;Computer Science,Diploma,oncampus,3;10,FALSE
1031,34,Information Technology,Information Technology;Public Health;Ecology,Diploma,hybrid,7,FALSE
1032,34,Cybersecurity,International Law;Data Science;Engineering,Bachelor,oncampus,10,TRUE
1033,34,Business,Cybersecurity;Business;Business,Diploma,online,3,FALSE
1034,34,Information Technology,Information Technology;Public Health;Architecture,Master,oncampus,10,FALSE
1035,34,Artificial Intelligence,Accounting;Artificial Intelligence;Business,Master,online,7;10,FALSE
1036,34,Accounting,Accounting;Finance;Engineering,Master,oncampus,3,TRUE
1037,34,Accounting,Psychology;Accounting,Diploma,oncampus,3,FALSE
1038,34,Artificial Intelligence,Architecture;Renewable Energy,Master,online,2;3,FALSE
1039,34,Public Health,Public Health;Information Technology,Bachelor,oncampus,7,FALSE
1040,34,Banking,Architecture;Banking,PhD,oncampus,2,TRUE
1041,34,Information Technology,Nursing;Public Health;Information Technology,Master,oncampus,3;7,FALSE
1042,34,Education,Cybersecurity;Computer Science;Data Science,Bachelor,online,7;10,TRUE
1043,34,Law,Accounting;Law,Bachelor,oncampus,2;10,TRUE
1044,34,Business,Film;Business;Information Technology,Master,hybrid,2,FALSE
1045,34,International Law,Nursing;Ecology,Master,online,2,TRUE
1046,34,Business,Environmental Science;International Law,Bachelor,oncampus,2,TRUE
1047,34,Architecture,Architecture;Renewable Energy,Diploma,oncampus,3,FALSE
1048,34,Nursing,Law;Information Technology,Diploma,hybrid,7;10,FALSE
1049,35,International Law,Sustainable Design;Marketing;Artificial Intelligence,Master,oncampus,7,FALSE
1050,35,Finance,Finance;Law;Marketing,Bachelor,oncampus,3;7,FALSE
1051,35,Accounting,Banking;Accounting;International Law,Bachelor,oncampus,7,FALSE
1052,35,Information Technology,Banking;Information Technology;Business,Master,oncampus,7;10,FALSE
1053,35,Film,Artificial Intelligence;Environmental Science;Film,PhD,oncampus,3;7,FALSE
1054,35,Information Technology,Education;Information Technology;Computer Science,Master,hybrid,2,FALSE
1055,35,Ecology,Psychology;Banking,Master,oncampus,2;7,FALSE
1056,35,Law,Psychology;Business,Master,online,2;7,FALSE
