student_id,interests,core_program,program_match
2228,Ecology;Film;Marketing;Psychology,nursing,0.15
4049,Renewable Energy;Artificial Intelligence;Design,mining,0.17
4501,Ecology;Accounting;Computer Science,mining,0.18
52,Marketing;Architecture,nursing,0.18
3027,Accounting;Public Health,mining,0.21
2356,Education;Architecture;Nursing;Artificial Intelligence,logistics,0.17
3792,Sustainable Design;Accounting;Psychology;Finance,information technology,0.36
3833,Engineering;Artificial Intelligence,agriculture,0.27
3568,Renewable Energy;Sustainable Design;Nursing,education,0.39
2687,Sustainable Design;Ecology;International Law;Architecture;Data Science,mining,0.19
3727,International Law;Cybersecurity;Law;Marketing,construction,0.17
4589,Data Science;Finance;Information Technology,nursing,0.18
1568,Renewable Energy;Environmental Science;Sustainable Design;Architecture;Marketing,logistics,0.22
3739,Information Technology;Law;Data Science,education,0.47
3291,Business;Information Technology;Architecture;Engineering,trades,0.2
1896,Ecology;Psychology,logistics,0.1
910,Accounting;Architecture;Film;Education;Artificial Intelligence,nursing,0.21
4846,Law;Artificial Intelligence,construction,0.21
348,Ecology;Psychology;Film;Law,agriculture,0.2
451,Law;Film,agriculture,0.14
4940,Design;Engineering,mining,0.23
2248,Accounting;Data Science;Computer Science;International Law;Information Technology,engineering,0.45
3437,Ecology;Psychology,cyber security,0.07
4882,Business;Law;International Law,nursing,0.22
1326,Computer Science;Nursing;Law;Information Technology,trades,0.16
4169,Nursing;Psychology,mining,0.04
809,Law;Film;Nursing;Information Technology;Computer Science,agriculture,0.23
911,Sustainable Design;Film;Business,education,0.34
1955,Cybersecurity;Law;Artificial Intelligence,mining,0.11
3317,Marketing;Renewable Energy;Sustainable Design,cyber security,0.21
1371,Public Health;Renewable Energy;Ecology;Banking;Law,nursing,0.21
4111,Artificial Intelligence;Business;Information Technology;Nursing,nursing,0.38
4111,Artificial Intelligence;Business;Information Technology;Nursing,construction,0.27
817,Psychology;Public Health;Business;Sustainable Design;Architecture,education,0.43
278,Data Science;Ecology;Sustainable Design;Psychology,trades,0.08
1063,Engineering;Information Technology,cyber security,0.31
3058,Sustainable Design;Education;Marketing;International Law,construction,0.32
81,Psychology;Environmental Science;Business;International Law;Artificial Intelligence,construction,0.26
2065,Education;Film;Design;International Law,logistics,0.14
2219,Ecology;Architecture;Nursing;Artificial Intelligence;Computer Science,construction,0.22
4829,Psychology;Law,construction,0.12
4096,Finance;Nursing;Design,engineering,0.38
69,Law;Marketing;Finance;Cybersecurity;Computer Science,education,0.36
2809,Nursing;Engineering;Information Technology;Education;Environmental Science,construction,0.33
215,Banking;Public Health;Ecology;Business,education,0.4
1123,Environmental Science;Business;Psychology;Data Science;Design,engineering,0.48
1856,Marketing;Film;Information Technology,engineering,0.33
4544,Psychology;Law;Cybersecurity,nursing,0.22
2806,Public Health;Education;Sustainable Design;Business;Nursing,agriculture,0.35
2958,Education;Business;Cybersecurity;Architecture;Accounting,nursing,0.23
811,Information Technology;Film;Sustainable Design;Renewable Energy;Accounting,engineering,0.33
1636,International Law;Data Science;Renewable Energy,mining,0.26
2779,Film;Nursing,health sciences,0.33
4734,Banking;Artificial Intelligence;Environmental Science,trades,0.15
1148,Artificial Intelligence;Renewable Energy,information technology,0.46
1138,Sustainable Design;Finance,health sciences,0.36
565,Business;Law;Ecology;Design;Architecture,mining,0.19
2690,Accounting;Education;Engineering,engineering,0.56
4649,Environmental Science;Renewable Energy,education,0.46
2133,Public Health;Renewable Energy;International Law;Artificial Intelligence;Film,trades,0.11
970,Accounting;Psychology,agriculture,0.18
337,Law;Renewable Energy;Psychology,information technology,0.36
3559,Business;Environmental Science,trades,0.21
121,Law;Architecture,logistics,0.08
2466,Banking;Psychology;Data Science;Public Health,construction,0.24
1276,Data Science;Public Health;Banking;Law;Education,logistics,0.18
4506,Ecology;Computer Science,logistics,0.19
1686,Cybersecurity;Accounting,agriculture,0.16
1960,Cybersecurity;Law;Film;Architecture,cyber security,0.22
143,Finance;Artificial Intelligence;Film;Psychology,logistics,0.13
3724,Computer Science;Cybersecurity,engineering,0.35
1428,Artificial Intelligence;Public Health;Architecture;Psychology,education,0.39
2650,Accounting;Public Health;Computer Science;Finance;Nursing,cyber security,0.27
2515,Psychology;Data Science;Computer Science,education,0.45
4930,Data Science;Design,cyber security,0.23
3113,Artificial Intelligence;Renewable Energy;Environmental Science,trades,0.1
2595,Engineering;Environmental Science;Accounting,health sciences,0.49
4098,Cybersecurity;Psychology;Accounting;Ecology,logistics,0.14
1679,Information Technology;Marketing;Law;Nursing,nursing,0.4
2576,Environmental Science;International Law,nursing,0.25
3996,Finance;Environmental Science,engineering,0.44
3974,Computer Science;Education;Nursing;Public Health,nursing,0.54
2248,Accounting;Data Science;Computer Science;International Law;Information Technology,education,0.42
17,Sustainable Design;Information Technology;Accounting;International Law,logistics,0.24
4476,Architecture;Cybersecurity,engineering,0.28
3304,Film;Accounting;Renewable Energy,trades,0.16
256,Engineering;Finance,education,0.42
3404,Information Technology;Artificial Intelligence;Public Health;Data Science,nursing,0.25
1892,Education;Psychology;International Law;Renewable Energy;Design,agriculture,0.27
1078,Computer Science;Law;Education;Renewable Energy;Engineering,information technology,0.5
3484,Law;Environmental Science;Architecture,cyber security,0.27
201,Marketing;International Law;Accounting;Business;Information Technology,engineering,0.37
317,Banking;Artificial Intelligence;Law;Architecture,education,0.3
3721,Banking;International Law;Finance;Engineering,health sciences,0.4
2243,Sustainable Design;Design;Data Science;Architecture,logistics,0.2
752,Renewable Energy;Nursing;Banking;Architecture,cyber security,0.18
1421,Data Science;Architecture;Information Technology;Renewable Energy;Law,agriculture,0.31
1096,Sustainable Design;Finance;Accounting;Renewable Energy,cyber security,0.21
4874,Nursing;Accounting;Data Science;Film;Education,nursing,0.38
64,Architecture;Banking,engineering,0.36
1253,Artificial Intelligence;Marketing,cyber security,0.31
4378,Ecology;Film,agriculture,0.22
4721,Psychology;Finance,health sciences,0.42
1534,Banking;Law;Psychology;Accounting;Information Technology,construction,0.21
3297,Film;Psychology;Business,nursing,0.17
340,Business;Cybersecurity;Data Science,cyber security,0.31
4431,Banking;Business;Finance;Artificial Intelligence;Cybersecurity,logistics,0.23
2569,Nursing;Business;Banking;Finance,engineering,0.32
1183,Design;Public Health,nursing,0.28
4768,Film;Engineering;Cybersecurity;Finance,engineering,0.39
3356,Finance;Accounting;Engineering,construction,0.35
1609,Film;Business;Marketing;Design,information technology,0.42
1388,Education;Banking;International Law,trades,0.2
4743,Engineering;Business,nursing,0.26
3683,Sustainable Design;Business;Finance,health sciences,0.37
900,Marketing;Psychology,engineering,0.36
4459,Data Science;Finance;Cybersecurity;International Law,cyber security,0.33
3963,Nursing;Business,cyber security,0.2
223,Environmental Science;Ecology;Nursing;Business;Renewable Energy,agriculture,0.35
137,Psychology;Nursing;Education;Computer Science,agriculture,0.27
343,Nursing;Design;Data Science,mining,0.12
4418,Cybersecurity;Public Health;Marketing;Nursing,logistics,0.2
2905,Information Technology;Artificial Intelligence;Data Science,mining,0.21
2618,Public Health;Psychology;Law;Nursing;Business,education,0.47
2778,International Law;Ecology;Business,health sciences,0.43
2728,Renewable Energy;Banking;Computer Science;Ecology,engineering,0.36
4382,Film;Computer Science,nursing,0.15
1074,Nursing;Cybersecurity;Architecture;Computer Science;Accounting,education,0.3
2011,Design;Computer Science,logistics,0.21
1302,Engineering;Architecture;Accounting,education,0.29
3303,Finance;Business;Cybersecurity;Psychology,construction,0.19
1706,Law;Nursing;International Law,engineering,0.3
1069,Engineering;Public Health,health sciences,0.63
1625,Data Science;Computer Science;Education;Film,agriculture,0.3
1002,Law;Banking;Data Science,health sciences,0.43
321,International Law;Psychology;Environmental Science;Renewable Energy,trades,0.11
2723,Renewable Energy;Sustainable Design;Nursing,trades,0.11
70,Marketing;Engineering;Data Science,trades,0.21
3399,Law;Marketing;Business;Education,trades,0.21
1563,Business;Environmental Science,construction,0.38
3386,Banking;Renewable Energy;Sustainable Design;Psychology,nursing,0.18
1294,Environmental Science;Computer Science,trades,0.14
1384,Law;Nursing;Finance;Environmental Science,nursing,0.41
3783,Artificial Intelligence;Environmental Science,education,0.41
3827,Banking;Cybersecurity;Public Health,engineering,0.22
3867,Ecology;Engineering;Design;Nursing,engineering,0.53
4885,Law;Design;Data Science,trades,0.13
2145,Cybersecurity;Psychology;Design;Marketing,construction,0.18
3009,Banking;Law,construction,0.24
1853,Design;Renewable Energy;Education;Sustainable Design;Nursing,logistics,0.19
1336,Information Technology;Design;Accounting,engineering,0.44
336,Computer Science;Cybersecurity;Artificial Intelligence,cyber security,0.36
2625,Sustainable Design;Environmental Science,nursing,0.23
2054,Business;Environmental Science,health sciences,0.55
3802,Nursing;Marketing,engineering,0.33
2983,Business;Finance,trades,0.31
2020,Engineering;Data Science,construction,0.41
2244,Ecology;Banking;Engineering;Film;Artificial Intelligence,construction,0.25
3398,Film;Data Science;Finance;Information Technology,information technology,0.59
600,Sustainable Design;Engineering;Environmental Science,mining,0.29
2389,Sustainable Design;Information Technology;Banking;Accounting,mining,0.26
749,Data Science;Information Technology;Education;Business,education,0.59
1841,Engineering;Artificial Intelligence;Environmental Science;Business;Ecology,logistics,0.27
3470,International Law;Public Health;Architecture;Computer Science,agriculture,0.29
1756,Psychology;Education,engineering,0.39
1056,Psychology;Sustainable Design;Data Science,trades,0.1
2650,Accounting;Public Health;Computer Science;Finance;Nursing,construction,0.26
1759,Banking;Engineering;Law;Environmental Science;Accounting,construction,0.31
4585,Data Science;Finance;Nursing,agriculture,0.34
2302,Marketing;Environmental Science;Sustainable Design,mining,0.24
4666,Accounting;Data Science;Environmental Science,nursing,0.25
4437,Ecology;Design;Education;Accounting;Environmental Science,agriculture,0.33
1939,Environmental Science;Finance;Renewable Energy,engineering,0.38
4056,Artificial Intelligence;Business;Banking;Ecology,trades,0.18
2417,Data Science;Computer Science;Film;Education,nursing,0.25
2935,Marketing;Business,mining,0.28
1738,Engineering;Finance;Public Health;Data Science,construction,0.37
1303,Data Science;Marketing;Public Health;Law;Finance,mining,0.23
1499,Education;Nursing;Cybersecurity;Law,trades,0.08
3763,Psychology;Artificial Intelligence;Architecture;Law;Finance,nursing,0.22
4753,Finance;Marketing,cyber security,0.24
2070,Information Technology;Marketing;Nursing;Renewable Energy,logistics,0.25
3876,Education;Sustainable Design,engineering,0.41
911,Sustainable Design;Film;Business,logistics,0.19
3245,Design;Environmental Science,nursing,0.21
4087,Marketing;Design;Cybersecurity;Finance,education,0.29
3749,Public Health;Sustainable Design;Psychology;Accounting,nursing,0.29
1062,Banking;Data Science;Psychology;Renewable Energy;Education,cyber security,0.22
2027,Public Health;Ecology;International Law;Accounting,health sciences,0.46
4942,Public Health;Engineering;Information Technology;Ecology,logistics,0.28
3411,Computer Science;Artificial Intelligence;Architecture,logistics,0.19
924,Data Science;Renewable Energy,logistics,0.21
1067,Environmental Science;Accounting;Data Science,engineering,0.47
4524,Cybersecurity;Marketing;Accounting,mining,0.14
4399,Artificial Intelligence;Renewable Energy;Design;Business;Architecture,education,0.31
2533,Computer Science;Environmental Science;Design,information technology,0.57
3362,Information Technology;Education;Ecology;Public Health,nursing,0.29
2239,Artificial Intelligence;Ecology;Psychology,construction,0.12
3685,Artificial Intelligence;Accounting;Sustainable Design;Ecology,health sciences,0.34
1202,Data Science;Renewable Energy;Environmental Science;Ecology;Computer Science,agriculture,0.38
3698,Architecture;Education;International Law;Banking;Information Technology,engineering,0.39
4731,Engineering;Public Health;Banking;Education;Environmental Science,construction,0.35
1569,Cybersecurity;Renewable Energy;Business;Nursing,information technology,0.31
154,Sustainable Design;Education,construction,0.39
2477,Public Health;Education,health sciences,0.69
1892,Education;Psychology;International Law;Renewable Energy;Design,information technology,0.41
4453,Renewable Energy;Law;Information Technology;Computer Science;Psychology,trades,0.15
259,Information Technology;Computer Science,mining,0.24
4819,Ecology;International Law;Banking,engineering,0.29
1186,Design;Data Science;Cybersecurity,agriculture,0.2
3687,Business;Psychology;Marketing,information technology,0.42
3650,Finance;Engineering,agriculture,0.39
3598,Design;International Law,information technology,0.45
4966,Education;Accounting;Marketing,logistics,0.25
3448,Marketing;Finance;Artificial Intelligence;Data Science,mining,0.2
4987,Finance;Ecology;Architecture;Engineering,logistics,0.23
2218,Computer Science;Artificial Intelligence;International Law,construction,0.26
4439,Accounting;Information Technology;Renewable Energy;International Law;Computer Science,mining,0.25
1810,Law;Nursing,cyber security,0.24
3055,Film;Finance;Engineering;Education;Artificial Intelligence,information technology,0.41
2597,Ecology;Artificial Intelligence;International Law,agriculture,0.28
1913,Nursing;Psychology;Computer Science,construction,0.16
2996,Accounting;Marketing;Cybersecurity,agriculture,0.19
1935,Engineering;Law;Business,mining,0.31
505,Education;International Law;Public Health;Environmental Science;Data Science,engineering,0.42
2371,Marketing;Cybersecurity;Architecture,mining,0.1
2127,Film;Ecology;Marketing;Finance;Environmental Science,cyber security,0.2
2249,Education;Renewable Energy;Computer Science;Nursing;Environmental Science,logistics,0.19
1961,Ecology;Sustainable Design,education,0.34
2062,Cybersecurity;Engineering,construction,0.25
3438,Ecology;Film,nursing,0.07
2069,Nursing;Marketing;Film,trades,0.13
416,International Law;Design;Data Science,logistics,0.21
4331,Computer Science;Psychology,cyber security,0.2
4893,Environmental Science;Data Science,cyber security,0.33
3425,Finance;Film,engineering,0.22
4043,Psychology;Banking,cyber security,0.14
2693,Education;Ecology;Film,logistics,0.12
2190,Engineering;Ecology,cyber security,0.14
1901,Marketing;Accounting,construction,0.2
3775,Nursing;Marketing,trades,0.17
2930,Design;Renewable Energy,engineering,0.39
3302,Film;Psychology;Marketing;Artificial Intelligence;Accounting,engineering,0.29
2585,Marketing;Banking;Computer Science;Artificial Intelligence;Education,construction,0.26
1097,Nursing;Cybersecurity;Marketing;Business;Engineering,nursing,0.35
36,Design;Ecology;Banking,agriculture,0.26
4210,Design;Artificial Intelligence;Architecture;Data Science;Accounting,health sciences,0.34
4989,Information Technology;Architecture;Cybersecurity;Renewable Energy;Finance,nursing,0.14
3857,Engineering;Finance;Film;Education;Cybersecurity,agriculture,0.28
2472,International Law;Information Technology;Accounting;Sustainable Design;Artificial Intelligence,education,0.35
79,Public Health;Ecology;Psychology;International Law;Computer Science,logistics,0.15
2819,Film;Architecture;Environmental Science;Data Science;Law,information technology,0.45
1014,Renewable Energy;Information Technology;Banking;Computer Science,education,0.38
3019,International Law;Business,information technology,0.5
3406,Engineering;Computer Science;Law;Renewable Energy,mining,0.26
4766,Law;Cybersecurity;Marketing;Computer Science;Information Technology,education,0.37
1522,Law;Film;Engineering;Data Science,mining,0.21
1336,Information Technology;Design;Accounting,cyber security,0.25
3034,Data Science;Computer Science;Finance;Film,logistics,0.18
1278,Renewable Energy;Accounting;International Law;Education;Data Science,education,0.5
4371,Marketing;Artificial Intelligence;Education;Cybersecurity,health sciences,0.35
253,Psychology;Sustainable Design;Film;Information Technology;International Law,engineering,0.36
458,Architecture;Business;Engineering;Film;Education,engineering,0.47
4287,Marketing;Banking,cyber security,0.24
3973,Nursing;Law;Information Technology;Finance;Banking,construction,0.26
2337,Law;Design;Computer Science;Banking;Artificial Intelligence,health sciences,0.36
881,Marketing;Architecture,nursing,0.18
4792,Education;Nursing;Film;International Law,education,0.52
325,Renewable Energy;Business;Environmental Science;Banking,trades,0.22
2762,Architecture;Banking;Artificial Intelligence;Marketing,information technology,0.41
2771,Environmental Science;Psychology;Architecture;Engineering;Artificial Intelligence,trades,0.08
2096,International Law;Sustainable Design;Banking;Film,logistics,0.17
1656,Banking;Marketing,information technology,0.41
909,Sustainable Design;Marketing;Film;Artificial Intelligence,education,0.29
4781,Business;Environmental Science;Ecology;Marketing,construction,0.27
1584,Data Science;International Law,health sciences,0.54
3149,Design;Psychology;Artificial Intelligence;Film;Law,engineering,0.32
3694,Ecology;Renewable Energy,information technology,0.34
563,Public Health;Cybersecurity;International Law;Data Science,information technology,0.45
1641,Finance;Environmental Science;Film,education,0.42
3554,Nursing;Data Science,trades,0.13
3669,Ecology;Accounting;Public Health,engineering,0.29
1402,Data Science;Law;Public Health;Ecology,education,0.48
1848,Finance;Psychology,engineering,0.34
935,Sustainable Design;Marketing;Ecology;Architecture,agriculture,0.3
2261,Nursing;Education;Banking,mining,0.17
965,Architecture;International Law,health sciences,0.35
3925,Architecture;Renewable Energy;Law,cyber security,0.23
3029,Film;Design,nursing,0.07
160,Renewable Energy;Finance;Business,nursing,0.14
2288,Data Science;Business,agriculture,0.35
4082,Finance;Public Health;Marketing;Nursing,health sciences,0.47
4457,Marketing;Law;Renewable Energy;Design,agriculture,0.25
2376,Education;Information Technology;Renewable Energy,health sciences,0.5
986,Psychology;Public Health,mining,0.14
1195,Accounting;Design;Business,nursing,0.19
3270,Psychology;Film;Finance;Design,cyber security,0.13
1479,Engineering;Data Science;Information Technology;Ecology;Architecture,trades,0.13
89,Computer Science;Nursing;Sustainable Design,trades,0.12
4714,Finance;Computer Science;Ecology;Sustainable Design;Banking,engineering,0.38
2780,Finance;International Law;Nursing,health sciences,0.44
466,Film;Public Health;Ecology;Cybersecurity,cyber security,0.24
711,Environmental Science;Film,agriculture,0.27
2754,Data Science;Sustainable Design;Banking;Psychology;Cybersecurity,nursing,0.19
4414,Finance;Renewable Energy,agriculture,0.43
1638,Sustainable Design;Information Technology;Business,education,0.43
1396,Architecture;Engineering;Information Technology;Artificial Intelligence,education,0.34
240,Architecture;Design;Business,information technology,0.43
33,International Law;Information Technology;Data Science;Architecture;Ecology,agriculture,0.31
4398,Design;Psychology;Engineering;Computer Science,construction,0.32
3136,Film;Banking;Cybersecurity,education,0.19
1749,Banking;Ecology,nursing,0.13
1830,Renewable Energy;Computer Science;Architecture,trades,0.12
1436,Design;Cybersecurity;Accounting,agriculture,0.15
2892,Environmental Science;Architecture;Nursing;Public Health,health sciences,0.54
3207,Engineering;Ecology;Marketing,logistics,0.31
4199,Cybersecurity;Marketing;Film;Data Science,health sciences,0.3
4238,Film;Cybersecurity;Finance,trades,0.1
640,Information Technology;Nursing;Engineering,health sciences,0.51
1556,Data Science;Public Health;Information Technology,mining,0.25
355,Education;Banking;Public Health,engineering,0.31
2896,Psychology;Education;Sustainable Design;Nursing,logistics,0.15
538,Film;Engineering,engineering,0.57
12,Data Science;Education;Accounting,engineering,0.4
1618,International Law;Computer Science;Artificial Intelligence,engineering,0.4
3235,Public Health;Artificial Intelligence;Environmental Science;Design;Banking,mining,0.21
1918,Law;Marketing;Finance;Education,trades,0.2
3271,Ecology;Engineering;Renewable Energy;Architecture,engineering,0.5
1315,Artificial Intelligence;Computer Science;Data Science;Business;Ecology,mining,0.2
1078,Computer Science;Law;Education;Renewable Energy;Engineering,agriculture,0.34
555,Computer Science;Law;Artificial Intelligence,engineering,0.38
4156,Law;Public Health,mining,0.21
930,Law;Marketing;Ecology;Business;Environmental Science,nursing,0.2
3795,Film;Artificial Intelligence;Marketing;Education;Business,health sciences,0.37
3830,Architecture;Engineering;Film;Marketing,health sciences,0.32
133,International Law;Marketing;Accounting,nursing,0.2
3420,Nursing;Architecture;Psychology;Finance;Film,logistics,0.11
4357,Accounting;Finance;Nursing;Design,engineering,0.36
4064,Design;Banking;Computer Science;Cybersecurity;Renewable Energy,agriculture,0.24
827,Artificial Intelligence;Renewable Energy;Ecology;Education;Film,mining,0.16
2821,Education;Information Technology;International Law,information technology,0.64
4816,Nursing;Business;Renewable Energy,education,0.39
4093,Marketing;Data Science,cyber security,0.27
3436,Sustainable Design;Education;Cybersecurity;Renewable Energy;Computer Science,agriculture,0.32
4883,Finance;Nursing;Architecture,trades,0.13
3437,Ecology;Psychology,construction,0.07
302,Sustainable Design;Cybersecurity,information technology,0.29
3600,Computer Science;Data Science;Law;Psychology;Information Technology,nursing,0.26
1541,Nursing;Data Science;Ecology;Business;Sustainable Design,construction,0.29
1172,Public Health;Renewable Energy;Data Science,education,0.5
1908,Business;Film;Finance;Marketing;Law,education,0.37
764,Psychology;Cybersecurity;Banking;Nursing;Computer Science,information technology,0.32
4975,International Law;Artificial Intelligence,agriculture,0.24
3498,International Law;Artificial Intelligence,education,0.33
1864,Artificial Intelligence;Ecology,cyber security,0.25
4657,Banking;Business;Psychology;Computer Science;Environmental Science,information technology,0.49
2405,Law;Nursing;Business,information technology,0.36
1434,Architecture;Education;Finance;Banking,health sciences,0.38
13,Psychology;Education;Marketing;Engineering,information technology,0.43
2203,Business;Computer Science;Film,nursing,0.17
2618,Public Health;Psychology;Law;Nursing;Business,engineering,0.33
2891,Design;Law,mining,0.17
2213,Banking;Law;Design;Public Health,cyber security,0.29
268,Film;Renewable Energy;Cybersecurity;Environmental Science,trades,0.07
2713,Information Technology;Environmental Science;Education,construction,0.33
2541,Nursing;Artificial Intelligence;Renewable Energy,cyber security,0.24
2928,Marketing;Computer Science,mining,0.19
3579,Psychology;Cybersecurity;Renewable Energy,nursing,0.17
497,Data Science;Psychology;Cybersecurity;Law;Film,logistics,0.1
930,Law;Marketing;Ecology;Business;Environmental Science,construction,0.26
2809,Nursing;Engineering;Information Technology;Education;Environmental Science,education,0.58
2498,Architecture;Data Science,information technology,0.54
2064,Artificial Intelligence;Architecture;Computer Science,information technology,0.51
3728,Finance;Public Health;Computer Science;Law;Accounting,logistics,0.17
4772,Computer Science;Finance;Cybersecurity;Nursing,information technology,0.34
2421,Education;Environmental Science;Design;Cybersecurity;Banking,engineering,0.37
3194,Psychology;Education;Public Health;International Law;Film,engineering,0.3
1611,Business;Nursing;Psychology;Architecture;Film,education,0.34
1720,Data Science;Accounting;Business;International Law;Environmental Science,cyber security,0.3
1374,Environmental Science;Psychology;Public Health;Law;Engineering,engineering,0.5
1311,Design;Sustainable Design;Accounting;Nursing;Engineering,nursing,0.38
3870,International Law;Finance,education,0.45
4982,Sustainable Design;Marketing;Ecology;Computer Science,mining,0.18
4282,Public Health;Law;Film,construction,0.22
1093,Nursing;Sustainable Design;Architecture;Artificial Intelligence,mining,0.1
4980,Artificial Intelligence;Law,construction,0.21
2022,Psychology;Ecology,health sciences,0.45
1154,Public Health;Environmental Science,engineering,0.43
1037,Design;Architecture;Education;International Law,information technology,0.42
1974,Ecology;Nursing;International Law,nursing,0.45
4987,Finance;Ecology;Architecture;Engineering,cyber security,0.17
1045,Business;Ecology;Film,engineering,0.27
1629,Public Health;Finance;Design;Computer Science,logistics,0.21
4659,Environmental Science;Ecology;Computer Science,logistics,0.21
1089,Public Health;Business,information technology,0.51
1322,International Law;Nursing;Ecology,trades,0.09
217,Sustainable Design;Ecology;Cybersecurity,cyber security,0.22
113,Architecture;Design,cyber security,0.13
4747,Education;Cybersecurity;Architecture;Environmental Science;Law,health sciences,0.42
800,Renewable Energy;Education;Engineering;Psychology;Nursing,trades,0.12
2612,International Law;Marketing,cyber security,0.32
4824,Sustainable Design;Ecology;Computer Science,agriculture,0.34
492,Renewable Energy;Finance,information technology,0.41
831,Accounting;Artificial Intelligence;Data Science,information technology,0.52
2124,Business;Film,logistics,0.16
1202,Data Science;Renewable Energy;Environmental Science;Ecology;Computer Science,mining,0.23
2180,Data Science;Marketing,cyber security,0.27
3847,Business;Psychology,trades,0.18
2224,Business;Data Science;Banking;Information Technology,nursing,0.18
4117,Engineering;Ecology;Data Science;Computer Science,construction,0.3
4053,Psychology;Accounting;Renewable Energy;Data Science,cyber security,0.18
2807,Computer Science;Data Science;Banking;Law,logistics,0.18
4950,Finance;Marketing;Artificial Intelligence;Film,construction,0.23
4953,Ecology;Architecture;Sustainable Design,trades,0.04
4652,Artificial Intelligence;Public Health;Psychology;Marketing;Design,nursing,0.24
4197,Design;International Law;Sustainable Design,cyber security,0.25
4275,Psychology;Film;Ecology;Environmental Science;Renewable Energy,information technology,0.35
2076,Engineering;Film,information technology,0.38
1976,Sustainable Design;Architecture;Environmental Science;Psychology,logistics,0.16
2202,Education;Law;Data Science;Environmental Science,trades,0.13
3104,Business;Sustainable Design;Architecture;Education;Nursing,nursing,0.4
2165,Accounting;Sustainable Design;Banking;Ecology;Data Science,information technology,0.43
4792,Education;Nursing;Film;International Law,cyber security,0.23
4554,Education;Marketing;Information Technology;Law,information technology,0.58
2941,International Law;Ecology,information technology,0.35
4502,Education;Engineering,nursing,0.38
2679,Computer Science;Renewable Energy;Cybersecurity;Accounting;Business,trades,0.2
4523,Artificial Intelligence;Marketing;Data Science;Banking;Business,agriculture,0.3
1214,Sustainable Design;Data Science;Environmental Science;Design;Public Health,information technology,0.55
1760,Public Health;Data Science;Engineering;Finance,education,0.5
1244,Architecture;Marketing,construction,0.27
2318,Marketing;Law;Banking;Ecology;Environmental Science,engineering,0.35
169,Business;Public Health;Marketing;Renewable Energy,health sciences,0.43
461,Cybersecurity;Engineering,education,0.24
3301,Sustainable Design;Law,construction,0.34
1659,Architecture;Computer Science;Engineering;Nursing,construction,0.32
1536,Banking;Computer Science,agriculture,0.3
1940,Design;Environmental Science;Engineering,engineering,0.7
2406,Film;Data Science;Engineering;International Law,mining,0.22
453,Finance;Design;Cybersecurity;Computer Science,information technology,0.41
1626,Psychology;Marketing;Education;Business;Design,nursing,0.25
1584,Data Science;International Law,engineering,0.42
4916,Architecture;International Law,cyber security,0.28
2657,Film;Ecology;Accounting;Public Health,agriculture,0.27
39,Renewable Energy;Information Technology;Engineering;Cybersecurity;Accounting,engineering,0.44
254,Film;Environmental Science;Ecology,logistics,0.14
3742,Law;Public Health,construction,0.26
991,Ecology;Environmental Science;Architecture;Accounting,trades,0.11
474,Marketing;Artificial Intelligence;Education;Ecology;Nursing,cyber security,0.23
2640,Architecture;Information Technology;Psychology;Law,education,0.39
2957,Film;Computer Science;Artificial Intelligence;Data Science;Environmental Science,logistics,0.19
2373,Nursing;Ecology;Design;Public Health,education,0.42
2126,Business;Finance,nursing,0.16
1376,Film;Computer Science,mining,0.11
2648,Education;Public Health;Film;Accounting;Engineering,logistics,0.2
603,Marketing;Cybersecurity,engineering,0.22
4420,Information Technology;Environmental Science,health sciences,0.61
1438,Engineering;Information Technology;Education,health sciences,0.57
702,Sustainable Design;Law,education,0.43
3795,Film;Artificial Intelligence;Marketing;Education;Business,agriculture,0.27
3951,Engineering;Film;Finance,mining,0.21
93,Banking;Computer Science;Data Science,construction,0.29
4660,Banking;Artificial Intelligence;Business;Education;Renewable Energy,agriculture,0.34
1452,Sustainable Design;Design;International Law;Education;Psychology,engineering,0.41
856,International Law;Banking,trades,0.23
745,International Law;Cybersecurity,agriculture,0.17
4032,Film;Public Health;Engineering,logistics,0.2
1636,International Law;Data Science;Renewable Energy,education,0.42
4192,Accounting;Law;Finance;Psychology;Ecology,education,0.35
2668,Information Technology;Computer Science;Marketing,logistics,0.31
1808,Sustainable Design;Architecture;Environmental Science;Marketing,agriculture,0.32
2004,Marketing;Architecture;Artificial Intelligence;International Law;Film,information technology,0.4
1755,Marketing;Engineering;Banking,construction,0.33
3498,International Law;Artificial Intelligence,construction,0.25
2923,Architecture;Finance;Sustainable Design,construction,0.38
339,Engineering;Public Health;Accounting;Architecture,nursing,0.3
536,Business;Education;Banking,information technology,0.45
4289,Cybersecurity;Education,logistics,0.17
3306,International Law;Sustainable Design;Psychology;Education,engineering,0.38
4226,Computer Science;Data Science;Nursing;Psychology;Banking,information technology,0.45
920,Engineering;Accounting;Ecology;Psychology,construction,0.21
4531,Engineering;Design;Psychology;Renewable Energy,engineering,0.54
4684,Business;Artificial Intelligence;Public Health;Law;Education,health sciences,0.5
2945,Banking;Law;Ecology;Public Health,health sciences,0.45
2263,Psychology;Renewable Energy,cyber security,0.12
4123,Business;Nursing;Environmental Science;Renewable Energy,mining,0.24
4354,Engineering;Public Health;Cybersecurity;Sustainable Design;Artificial Intelligence,engineering,0.42
2838,Law;Architecture;Information Technology;Data Science;International Law,information technology,0.58
4465,Law;Data Science;Artificial Intelligence;Sustainable Design;Education,logistics,0.18
